Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Kenya,KEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,1885966,1970269,2054125,2137423,2220285,2303139,2394497,2484833,2575980,2670568,2770339,2881675,2998045,3119429,3245158,3374935,3517033,3661059,3808521,3961524,4121035,4291807,4467672,4646543,4825000,5000543,5185119,5364035,5536648,5701678,5857518,6012508,6153374,6283251,6408254,6532729,6670871,6820602,6975606,7126085,7268660,7443583,7600479,7751929,7917118,8105348,8304347,8526553,8760861,8987567,9195062,9395611,9570741,9724379,9864958,9996126,10108291,10211750,10305436,10388245,10461920
Kenya,KEN,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,124.3,119.8,115.9,112.6,109.8,107.5,105.6,103.8,101.9,100,98,96.1,94.1,91.9,89.6,87.2,84.8,82.3,79.9,77.5,75.4,73.3,71.5,69.9,68.7,67.8,67.3,67.3,67.7,68.6,69.8,71.2,72.5,73.3,73.4,73.1,72,70.5,68.8,66.9,64.8,62.6,60.2,57.8,55.3,52.5,50,47.8,45.3,44.2,43.2,42.2,41.9,41,40.1,38.7,37.9,37.2,36,34.9,
Kenya,KEN,"International migrant stock, total",SM.POP.TOTL,59330,,,,,101581,,,,,159044,,,,,160512,,,,,159892,,,,,151664,,,,,297292,,,,,618745,,,,,699139,,,,,756894,,,,,926959,,,,,1084357,,,,,
Kenya,KEN,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.55000019,,,,,,,12.34000015,,,,,,,,,,4.170000076,,,,
Kenya,KEN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.20900266,48.33951264,48.48373913,48.65487826,48.83302268,49.01177408,49.15415908,49.2642055,49.36692142,49.47417722,49.15964575,48.79518025,48.41131598,48.00115135,47.56529832,47.11172779,47.25060287,47.39206973,47.54025754,47.67747231,47.82359206,47.96935201,48.10282157,48.23332324,48.35913076,48.48229635,48.60383438,48.8107795,49.03362188,49.25690528,
Kenya,KEN,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.30000305,,,,,,,64.98000336,,,,,,,,,,80.58000183,,,,
Kenya,KEN,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,,,,,45.34396768,,,,,,,,,,,
Kenya,KEN,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.50832533,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.31999969,64.58000183,65.02999878,65.05999756,65.72000122,65.44000244,65.75,65.83000183,66.13999939,66.30000305,66.73000336,67.22000122,67.76000214,67.88999939,67.98999786,68.51999664,66.48000336,65.20999908,63.56000137,61.61000061,59.72000122,58.11999893,56.54999924,55.08000183,53.63000107,52.29000092,51.33000183,50.29000092,49.27000046,
Kenya,KEN,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.29359438,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.81970978,53.87721252,52.91310883,56.61359024,59.65390778,63.6476593,57.12210083,60.56693268,59.0018692,57.90457916,61.63619232,62.59898758,63.43263626,66.04275513,66.63839722,65.03327179,65.77600861,65.57970428,75.88981628,,
Kenya,KEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.63926125,4.8036828,4.95862436,5.16911125,5.3449378,5.31436777,5.87344599,5.99706984,6.04985666,6.02780771,6.11675072,5.81170416,5.61369753,5.51942348,5.45934105,5.21938848,5.14090538,4.8369956,5.16729498,,
Kenya,KEN,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,52,63,60,
Kenya,KEN,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,38.9,,,,,,37.2,,,32.1,,36.2,,,33.4,,,26,,,22.4,,,,,,
Kenya,KEN,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888,,,,,557,,,,,,724,,,,,377,,,,,,
Kenya,KEN,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,57,,,,,49,,,,,,55.9,,,,,65.7,,,,,,
Kenya,KEN,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,6,,,,,,46.7,42.2,,,,54.3,56.1,,,,,
Kenya,KEN,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000,30000,36000,41000,44000,47000,47000,48000,47000,46000,45000,43000,41000,39000,37000,34000,31000,29000,21000,20000,18000,14000,16000,15000,13000,9200,8500,9000,7500,6800,
Kenya,KEN,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,19.9,19.9,19.8,19.7,20.3,20.4,20.8,20.7,20.6,20.6,20.3,20.2,20.4,20.2,19.9,19.5,19.4,19.6,19.6,
Kenya,KEN,Number of deaths ages 20-24 years,SH.DTH.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6063,6629,7230,7864,8500,9103,9660,10138,10526,10889,11189,11394,11552,11692,11763,11744,11628,11464,11263,11006,10668,10304,9926,9564,9335,9245,9335,9513,9735,9925,
Kenya,KEN,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,13.4,,,,,7,,,,,,
Kenya,KEN,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81294,21.36094,,23.74441,24.70719,,22.89785,,,,,,10.09882,,10.63254,10.95105,,,,,
Kenya,KEN,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.02752686,,,,,,,,,,,,
Kenya,KEN,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,,,,,,,,,,,9175,10295,10692,11700,12138,14134,14789,14760,16073,17513,20701,21719,20604,23323,22128,20560,21227,22484,23248,,,,,,,,,,,9603,9039,12754,14664,14106,17160,18754,22952,25017,29697,15672,,,,,,,,,,,
Kenya,KEN,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,14.54559994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.37749863,32.34429169,,,,,,,,,,
Kenya,KEN,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169410,148469,146205,149501,142392,152828,149893,144744,146879,159407,157843,165002,,,142345,,260197,266511,,,,,
Kenya,KEN,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.10349,29.2155,28.88419,29.72107,27.51152,27.78073,27.12021,25.85773,21.3545,24.63018,24.63016,,,24.63019,,,,,,,,
Kenya,KEN,"Primary education, duration (years)",SE.PRM.DURS,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Kenya,KEN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0.512480021,0.351550013,,0.382699996,,,,,,,,,,,,,0.540180027,0.533590019,0.533389986,,0.59683001,0.591199994,,,,0.694760025,,,,,,0.711650014,0.699199975,0.737129986,,,
Kenya,KEN,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.689105335,,,,,,,,,,0.746601365,,,,,
Kenya,KEN,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD,,,,,,0,0,9699994.112,10100001.95,10699999.71,10900003.63,10599997.76,21000005.6,19052048.22,27699841.8,13599996.01,11999995.22,31399998.78,47599981.03,124400018.7,26700012.64,98600018.17,83299810.26,63399920.62,61200107.54,81399915,57699852.45,72000036.46,88700001.69,267167204.1,371094387.5,349087342.2,281980382.9,240868101.2,145956926.4,404399737.1,446152539.9,516146389.2,475045323,564098395.8,860231451.1,718618664.5,576733346.8,609137011,1002002531,1635000615,1784903912,2108378789,2331236728,2299268280,2327218893,3102055155,2809643013,3075895029,3525848281,3452900584,3229881660,4448034008,5004832105,5283681734,
Kenya,KEN,GNI per capita (current LCU),NY.GNP.PCAP.CN,672.8994855,656.7678357,698.0337116,719.1344356,750.4966012,728.4238475,819.3716196,837.2035125,890.2868801,937.4041776,998.9589337,1069.500077,1219.226869,1337.167588,1567.009341,1712.716271,1978.090178,2451.56183,2600.721955,2843.791608,3183.457121,3520.56166,3804.010306,4180.701702,4507.637659,4898.726136,5507.198054,5918.507555,6434.10086,7210.856549,7926.482819,8725.099583,9991.727152,11965.03305,14112.88375,16161.78416,23613.4511,25843.36678,27866.19961,28771.91145,29969.15806,30705.5372,30392.44891,32272.50042,35445.75616,38641.93802,49323.6494,55331.1283,62345.92374,69929.29748,75126.97152,86308.94661,95669.466,103106.776,114053.5905,129586.7992,141084.5056,159491.3286,170166.6622,181535.1712,192041.1514
Kenya,KEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00529295,0.022073329,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2508998457,2969942180,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000088347,41953433591,50412754861,55096728048,61448046802,64007750169,69188755364,78965004656,87778582964,95503088538,98842939649
Kenya,KEN,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,108254210.3,297354935.2,748545029.5,557261776.4,382033148.5,615644203.4,763149829.3,496811778.8,734183843.4,625759282.2,1040450275,1097739004,1005273166,1177629072,627432811.9,1001370129,928340474.6,462757357.5,1495525011,1652918062,1043889697,512693957.8,580742762.5,636386748.3,685610039.6,-52142597.86,-401290340.4,-527126891.4,-494601036.1,8251906.802,487232635.9,1659039304,2135858763,1915815925,1417709069,1383368904,1415343172,1492566201,243506540.7,-256446716.6,360021306.3,1098449539,-2111550615,-2630731807,-3801180764,
Kenya,KEN,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544545.127,11899877.63,
Kenya,KEN,"Services, value added (current US$)",NV.SRV.TOTL.CD,319003676.1,327809616.6,343335624.4,371769627,401883530.9,427111548.8,473339950.3,506127657.1,572039910.7,619975751.5,681099727,770111692.2,856213057.6,985045733.6,1156190386,1312971015,1328744751,1588340769,1980702644,2478024733,2884293692,2776237041,2607503439,2422068109,2534141582,2602415798,3050177984,3429738283,3605636977,3618141723,3781840822,3676325710,3743467331,2523109868,2981491724,4046346671,5487307165,6031757923,6419714843,5816253402,5718492166,5938627676,6237861766,7074306484,7687732558,8967838939,13004876506,16051849739,17992361435,18257834316,19242451397,19751404109,24060562118,26450852405,29480182257,29581873180,31710032038,34005844043,,,
Kenya,KEN,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,,,,,,4.479289227,6.178852949,3.85641107,13.1939812,10.2722318,-4.320276045,29.46159762,32.86829433,13.82000018,5.238534561,0.599002183,-1.089211603,15.89512343,12.50791808,7.457660385,5.239582432,3.584607628,2.252128564,4.504445345,4.310290658,4.491879963,5.80091799,5.721366677,5.999926739,5.900954704,5.234097774,3.799478783,1.200075692,1.800852901,1.899167253,3.899507015,3.66803274,-0.040623648,-2.11522459,-2.320086996,0.680072471,0.293511585,0.081181022,5.972480911,4.462210146,4.662396868,8.208216355,4.375789069,1.142382993,-1.052929571,4.503520839,7.244425324,-0.557554065,5.600109072,2.518672928,3.598470454,3.075364007,0.713232192,4.33002856,3.165055687,
Kenya,KEN,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.09E+11,-3.31E+11,-4.00E+11,-4.10E+11,-4.20E+11,-4.96E+11,-4.64E+11,-4.39E+11,-5.92E+11,-5.96E+11,-5.71E+11,-5.63E+11
Kenya,KEN,Changes in inventories (current LCU),NE.GDI.STKB.CN,,,,,46000000,112000000,324000000,132000000,148000000,144000000,540000000,154000000,84000000,941799900,1407800000,-496199900,76800000,1024400000,1932000000,-484000000,3334000000,2668000000,1989720000,2236920000,2371880000,8118760000,2504380000,6116200000,7417400000,9208600000,6906400000,4351000000,897800000,2244600000,1683450000,2020000000,-6916000000,-1902000000,8657000000,-635000000,6826000000,6517000000,-21729000000,7288000000,8962000000,-14857000000,-14726000000,10590000000,18568000000,23699000000,14871000000,48881000000,13849749000,-22059000000,-24203400000,-9406000000,43909700000,61415500000,59999000000,63116700000,
Kenya,KEN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,,,,,95.82283601,99.2985562,98.46113267,100.9087006,99.89653853,98.56003648,100.838185,106.5497292,102.1206484,101.2751901,107.2207033,104.6862334,99.30998899,96.57670036,109.7998273,101.8337482,106.3361118,103.2378741,103.7962755,100.4910029,101.4177086,101.0274611,100.0098757,105.1114781,105.3968276,111.8037651,105.1961972,101.2562364,99.90736255,95.21636696,96.86455653,105.9244183,106.2539426,107.8566764,110.6366864,109.8547411,110.7591544,114.3335611,110.8306861,111.7326482,110.3472494,110.4292853,109.2123643,109.9412508,110.6142507,110.7983831,112.1647286,114.523186,114.0667095,114.9907799,116.2188121,114.4034766,110.0244297,113.5725914,113.4158235,112.9505419,
Kenya,KEN,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,504.327973,494.9127379,517.8164969,502.1108152,519.6871068,542.7900223,566.6318915,577.1194308,504.3864793,501.9508292,438.4434338,613.1575979,668.9894823,602.4940066,667.3608084,630.2592864,575.6855479,601.48035,662.4808878,663.2086262,654.0842345,605.7500211,601.1926048,559.665049,581.5096231,521.9286666,598.712587,627.5312764,657.1033007,672.3921139,648.1301519,642.1274409,615.3899347,587.108566,579.7457645,641.4501257,639.2171143,645.0021213,655.9131949,664.1743838,643.7094809,652.3669309,640.2642858,636.8746811,634.7786908,657.5649178,703.1647939,720.1857471,689.8884333,701.9696555,734.2727791,759.6327583,782.2508777,825.5315434,839.0186677,860.6138721,879.8398878,922.9949181,960.5300831,986.0069632,
Kenya,KEN,Military expenditure (current LCU),MS.MIL.XPND.CN,,,,13300000,42000000,70700000,93200000,114200000,116900000,112500000,121600000,157700000,212400000,262000000,333650000,397200000,635150000,1223000000,1851000000,2175500000,2016000000,2182000000,2662000000,2778000000,2522500000,2395500000,2941000000,4110500000,4453500000,4703000000,5647500000,5279000000,5027000000,6131000000,6576500000,7668000000,9755500000,10327100000,10380900000,10683800000,12613500000,15348500000,16844000000,18675500000,20570000000,23935500000,27096000000,33301000000,40122500000,44715000000,49287000000,57432000000,71011000000,74114000000,72012000000,82830000000,94721500000,1.05E+11,1.13E+11,1.17E+11,
Kenya,KEN,Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,95,229,316,458,619,942,1837,11164,13047,12876
Kenya,KEN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,46.97711549,52.26633581,38.89140271,39.65336821,44.17337461,42.11493658,40.29551157,37.84604842,39.12142561,38.88988683,34.54639024,31.28124178,30.03893648,29.97718631,29.10462855,32.04704422,31.6229239,31.63545466,56.59350264,56.03226717,59.49384683,55.69008254,48.80122987,48.3629069,50.76319906,56.59350264,56.03226717,59.49384683,55.69008254,48.80122987,48.35897493,49.9790059,46.77709024,50.84480879,49.34764508,54.70007284,52.11187928,53.07667397,54.04017482,51.78595212,52.62282528,46.03230951,42.87809945,42.34610015,47.33477481,
Kenya,KEN,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,75.38742024,73.5371179,75.43138866,71.88841202,73.63387978,70.62986553,72.07678883,67.39261948,45.61289091,45.30153452,45.90498685,42.74057961,48.55641585,50.09039218,45.96249604,45.27566088,56.20508509,65.01004313,59.21729973,59.23268308,51.99459152,51.16473007,50.38796215,54.15628315,57.01205244,57.01205243,57.01205244,55.94265146,61.38336033,61.38336034,42.75503649,63.63168974,62.94659626,47.6588179,48.18963835,42.93377805,42.53494701,44.75939991,41.60480931,52.38727158,40.64788879,36.43102539,37.98488036,37.49089248,35.87438773,38.26647863,42.80103459,43.43137808,40.67643258,40.63227947,39.94049345,36.47687046,37.66594671,38.62590014,41.87767344,41.23122283,40.70888612,41.52542824,43.93209901,44.9177013,
Kenya,KEN,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,,,,,,,,,,,,,,,,245942047,258989177.3,278859788.1,375838521,329484700.3,461443865.2,412489714,327585930.7,294556968.9,324895283.2,307872692.4,348581908.7,397459862.8,443114649.7,499697006,597649550.6,541877717.4,500887217.3,903117997.2,1030722566,926276515.3,785614895.4,1103492384,1214329423,1314382991,687649169.9,735364600.2,604936711.6,590899499.8,818910393.5,969712839.3,1252125859,1498795543,1716274662,1652588660,1889831670,1955722559,2228175086,1955928707,3084100998,3077315706,2539199139,2846627252,3613325516,3594797335,
Kenya,KEN,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,,,,,,,,,,,,,,,,,1.326910716,1.643577579,1.476661763,1.40952275,1.270943709,1.092768744,1.10567447,1.42248767,1.484284356,1.316542297,1.47608039,1.870934687,,,2.078077991,1.777690756,1.960488707,2.338367552,1.799196285,2.024684015,1.743153854,1.653245859,1.52603577,1.467333187,1.480338455,1.40831157,1.288323756,1.451155894,1.579917654,1.474190206,2.008548039,2.184541522,1.690813732,1.606170781,1.515471485,,,1.345128611,,1.377285137,1.437595219,1.2515875,1.210904777,1.231046656,
